id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;name_preprocessed
Windowgames_1898;Lego Creator: Harry Potter;PC;Lego Software;2001-01-01;;Adventure;;;Superscape;;;;lego creator harry potter
Windowgames_1899;Lego Creator: Knights Kingdom;PC;Lego Software;2000-01-01;;Simulator;;;THQR Inc.,Superscape;;;;lego creator knights kingdom
Windowgames_1900;Lego Friends;PC;Lego Media;1999-01-01;;Racing;;;Ivanoff Interactive A/S,Flipside Ltd.;;;;lego friends
Windowgames_1901;Lego Indiana Jones 2: The Adventure Continues;PC;LucasArts;2009-01-01;;Platform,Puzzle,Adventure;;;Travellers Tales;;;;lego indiana jones 2 the adventure continues
Windowgames_1902;Lego Indiana Jones: The Original Adventures;PC;LucasArts;2008-01-01;;"Platform,""Hack and slash/Beat em up"",Adventure";;;Travellers Tales;;;;lego indiana jones the original adventures
Windowgames_1903;Lego Island;PC;Mindscape;1997-01-01;;Puzzle,Simulator,Sport,Strategy,Adventure;;;Mindscape;;;;lego island
Windowgames_1904;Lego Island 2: The Bricksters Revenge;PC;Lego Software;2001-01-01;;Puzzle,Simulator,Sport,Strategy,Adventure;;;Silicon Dreams Studio;;;;lego island 2 the bricksters revenge
Windowgames_1905;Lego Loco;PC;Lego Media;1998-01-01;;Simulator;;;Intelligent Games;;;;lego loco
Windowgames_1906;Lego Marvel Super Heroes 2;PC;Warner Bros. Interactive Entertainment;2017-01-01;;"Puzzle,""Hack and slash/Beat em up"",Adventure";;;TT Games;;;;lego marvel super heroes 2
Windowgames_1907;The Lego Movie Videogame;PC;Warner Bros. Interactive;2014-01-01;;Adventure;;;TT Games,TT Fusion;;;;the lego movie videogame
Windowgames_1908;Lego Racers;PC;Lego Media;1999-01-01;;Racing,Arcade;;;High Voltage Software;;;;lego racers
Windowgames_1909;Lego Racers 2;PC;Lego Software;2001-01-01;;Racing,Arcade;;;Attention to Detail;;;;lego racers 2
Windowgames_1910;Lego Rock Raiders;PC;Lego Media;1999-01-01;;Real Time Strategy (RTS),Simulator,Strategy,Adventure;;;Data Design Interactive;;;;lego rock raiders
Windowgames_1911;Lego Star Wars: The Video Game;PC;Eidos Interactive,LucasArts;2005-01-01;;Platform,Adventure;;;Travellers Tales,Griptonite Games,Aspyr Media,Giant Interactive Entertainment;;;;lego star wars the video game
Windowgames_1912;Lego Star Wars II: The Original Trilogy;PC;LucasArts,TT Games;2006-01-01;;Platform,Adventure;;;Travellers Tales;;;;lego star wars ii the original trilogy
Windowgames_1913;Lego Stunt Rally;PC;Lego Media;2000-01-01;;Racing,Sport;;;Intelligent Games;;;;lego stunt rally
Windowgames_1914;Lego Universe;PC;NetDevil;2010-01-01;;Adventure;;;NetDevil;;;;lego universe
Windowgames_1915;Legoland;PC;Lego Media;2000-01-01;;Simulator,Strategy;;;Krisalis Software;;;;legoland
Windowgames_1916;Leisure Suit Larry: Box Office Bust;PC;Codemasters;2009-01-01;;Point-and-click,Platform,Racing,Adventure;;;Team17;;;;leisure suit larry box office bust
Windowgames_1917;Leisure Suit Larry: Love for Sail!;PC;Sierra On-Line;1996-01-01;;Point-and-click,Adventure;;;Sierra On-Line;;;;leisure suit larry love for sail
Windowgames_1918;Leisure Suit Larry: Magna Cum Laude;PC;Sierra Entertainment;2004-01-01;;Adventure;;;High Voltage Software;;;;leisure suit larry magna cum laude
Windowgames_1919;Lemmings Paintball;PC;Psygnosis;1996-01-01;;Shooter,Sport,Strategy;;;Visual Sciences;;;;lemmings paintball
Windowgames_1920;Lemmings Revolution;PC;Take-Two Interactive;2000-01-01;;Puzzle,Strategy;;;Psygnosis;;;;lemmings revolution
Windowgames_1921;Lemonade Tycoon;PC;Airborne,MacPlay,EA Mobile,Broderbund;2002-01-01;;Simulator;;;Hexacto,Jamdat;;;;lemonade tycoon
Windowgames_1922;Lemonade Tycoon 2;PC;MumboJumbo;2004-01-01;;Simulator;;;Jamdat Mobile;;;;lemonade tycoon 2
Windowgames_1923;Lemony Snickets A Series of Unfortunate Events;PC;Activision;2004-01-01;;Platform,Adventure;;;Adrenium Games;;;;lemony snickets a series of unfortunate events
Windowgames_1924;Lets Meow Meow!;PC;Yamitsu Tsuushin,G-Collections;2003-01-01;;Adventure;;;Yamitsu Tsuushin;;;;lets meow meow
Windowgames_1925;Lets Play Pet Hospitals;PC;Deep Silver;2008-01-01;;Simulator;;;Biodroid Productions;;;;lets play pet hospitals
Windowgames_1926;Life Goes On;PC;Infinite Monkeys Entertainment;2014-01-01;;Platform,Puzzle,Adventure,Indie;;;Infinite Monkeys Entertainment;;;;life goes on
Windowgames_1927;Life Is Strange;PC;Square Enix;2015-01-01;;Adventure;;;Dontnod Entertainment;;;;life is strange
Windowgames_1928;Life Is Strange 2;PC;Square Enix;2018-01-01;;Point-and-click,Adventure;;;Dontnod Entertainment;;;;life is strange 2
Windowgames_1929;Lighthouse: The Dark Being;PC;Sierra On-Line;1996-01-01;;Point-and-click,Puzzle,Adventure;;;Sierra On-Line;;;;lighthouse the dark being
Windowgames_1930;Lights, Camera, Curses;PC;Big Fish Games,Her Interactive;2008-01-01;;Adventure;;;Her Interactive;;;;lights camera curses
Windowgames_1931;Limbo of the Lost;PC;Tri Synergy;2007-01-01;;Point-and-click,Puzzle,Adventure;;;Majestic Studios;;;;limbo of the lost
Windowgames_1932;Line of Sight: Vietnam;PC;Infogrames,Atari;2003-01-01;;Shooter;;;nFusion;;;;line of sight vietnam
Windowgames_1933;Lineage;PC;NCsoft;1998-01-01;;Adventure;;;NCsoft;;;;lineage
Windowgames_1934;Lineage II;PC;NCsoft;2003-01-01;;Adventure,Indie;;;NCsoft;;;;lineage ii
Windowgames_1935;Lionheart: Legacy of the Crusader;PC;Interplay Entertainment;2003-01-01;;Role-playing (RPG),Adventure;;;Reflexive Entertainment;;;;lionheart legacy of the crusader
Windowgames_1936;Little Big Adventure 2;PC;Electronic Arts,Activision,Virgin Interactive;1997-01-01;;Platform,Puzzle,Role-playing (RPG),Adventure;;;Adeline Software International;;;;little big adventure 2
Windowgames_1937;Little Britain: The Video Game;PC;Blast! Entertainment Ltd;2007-01-01;;Arcade;;;Revolution Studios;;;;little britain the video game
Windowgames_1938;Little Fighter 2;PC;;1999-01-01;;Strategy,Adventure,Indie;;;Marti Wong,Starsky Wong;;;;little fighter 2
Windowgames_1939;Little Fighter Online;PC;U1 Technology;2005-01-01;;Role-playing (RPG);;;Marti Wong,Oscar Chu;;;;little fighter online
Windowgames_1940;Littlest Pet Shop;PC;Electronic Arts;2008-01-01;;Simulator;;;EA Salt Lake;;;;littlest pet shop
Windowgames_1941;Live for Speed;PC;LFS Team;2003-01-01;;Racing,Simulator;;;LFS Team;;;;live for speed
Windowgames_1942;Lock On: Modern Air Combat;PC;Ubisoft,1C Company;2003-01-01;;Simulator;;;Eagle Dynamics;;;;lock on modern air combat
Windowgames_1943;Lode Runner 2;PC;GT Interactive;1998-01-01;;Strategy;;;Presage Software;;;;lode runner 2
Windowgames_1944;Logical Journey of the Zoombinis;PC;Broderbund;1996-01-01;;Puzzle;;;Broderbund;;;;logical journey of the zoombinis
Windowgames_1945;London Taxi: Rushour;PC;Bold Games,Popcorn Arcade;2008-01-01;;Racing;;;Data Design Interactive;;;;london taxi rushour
Windowgames_1946;Longbow Gold;PC;Janes Combat Simulations,Electronic Arts;1997-01-01;;Simulator;;;Origin Systems;;;;longbow gold
Windowgames_1947;Longbow 2;PC;Janes Combat Simulations,Electronic Arts;1997-01-01;;Simulator;;;Origin Systems;;;;longbow 2
Windowgames_1948;The Longest Journey;PC;Funcom;1999-01-01;;Adventure,Indie;;;Funcom;;;;the longest journey
Windowgames_1949;Lord of the Rings Online: Mines of Moria;PC;Turbine,Inc.;2008-01-01;;Role-playing (RPG),Adventure;;;Turbine,Inc.;;;;lord of the rings online mines of moria
Windowgames_1950;Lord of the Rings Online: Shadows of Angmar;PC;Turbine,Inc.;2007-01-01;;Role-playing (RPG);;;Turbine,Inc.;;;;lord of the rings online shadows of angmar
Windowgames_1951;Lord of the Rings: Conquest;PC;Electronic Arts;2009-01-01;;"""Hack and slash/Beat em up"",Adventure";;;Pandemic Studios;;;;lord of the rings conquest
Windowgames_1952;Lord of the Rings: The Battle for Middle-earth II;PC;EA Games;2006-01-01;;Fighting,Real Time Strategy (RTS),Strategy,Adventure;;;EA Los Angeles;;;;lord of the rings the battle for middleearth ii
Windowgames_1953;Lord of the Rings: The Battle for Middle-earth II: The Rise of the Witch-king;PC;EA Games;2006-01-01;;Fighting,Real Time Strategy (RTS),Strategy,Adventure;;;EA Los Angeles;;;;lord of the rings the battle for middleearth ii the rise of the witchking
Windowgames_1954;Lord of the Rings: The Battle for Middle-earth;PC;EA Games;2004-01-01;;Fighting,Real Time Strategy (RTS),Strategy,Adventure;;;EA Los Angeles;;;;lord of the rings the battle for middleearth
Windowgames_1955;Lord of the Rings: The Fellowship of the Ring;PC;Universal Interactive;2002-01-01;;Adventure;;;The Whole Experience Surreal Software;;;;lord of the rings the fellowship of the ring
Windowgames_1956;Lord of the Rings: The Return of the King;PC;Electronic Arts;2003-01-01;;"""Hack and slash/Beat em up"",Adventure";;;EA Redwood Shores;;;;lord of the rings the return of the king
Windowgames_1957;Lord of the Rings: War of the Ring;PC;Sierra Entertainment;2003-01-01;;Real Time Strategy (RTS),Role-playing (RPG),Strategy,Tactical;;;Liquid Entertainment;;;;lord of the rings war of the ring
Windowgames_1958;Lords of EverQuest;PC;Sony Online Entertainment;2003-01-01;;Real Time Strategy (RTS),Strategy,Tactical,Adventure;;;Rapid Eye Entertainment;;;;lords of everquest
Windowgames_1959;Lords of Magic;PC;Sierra Entertainment;1998-01-01;;Role-playing (RPG);;;Impressions Games;;;;lords of magic
Windowgames_1960;Lords of the Realm;PC;Impressions Games;1994-01-01;;Simulator,Strategy,Indie;;;Impressions Games;;;;lords of the realm
Windowgames_1961;Lords of the Realm II;PC;Sierra Entertainment;1996-01-01;;Strategy;;;Impressions Games;;;;lords of the realm ii
Windowgames_1962;Lords of the Realm III;PC;Sierra Entertainment;2004-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Impressions Games;;;;lords of the realm iii
Windowgames_1963;Lost Empire;PC;Paradox Interactive;2007-01-01;;Strategy,Adventure,Indie;;;Pollux Gamelabs;;;;lost empire
Windowgames_1964;The Lost Mind of Dr. Brain;PC;Sierra Entertainment;1994-01-01;;Puzzle;;;Sierra Entertainment;;;;the lost mind of dr brain
Windowgames_1965;Lost Planet: Extreme Condition;PC;Capcom;2007-01-01;;Shooter,Platform,Adventure;;;Capcom;;;;lost planet extreme condition
Windowgames_1966;Lost Planet 2;PC;Capcom;2009-01-01;;Shooter,Adventure;;;Capcom;;;;lost planet 2
Windowgames_1967;Lost Sphear;PC;Square Enix;2018-01-01;;Role-playing (RPG),Adventure;;;Tokyo RPG Factory;;;;lost sphear
Windowgames_1968;Lost: Via Domus;PC;Ubisoft;2008-01-01;;Puzzle,Adventure;;;Ubisoft Montreal;;;;lost via domus
Windowgames_1969;Lotus Challenge;PC;Ignition Entertainment;2001-01-01;;Racing;;;Kuju Entertainment;;;;lotus challenge
Windowgames_1970;Lovely Girls;PC;Lomax Software;1998-01-01;;Adventure;;;Digital Nightmares;;;;lovely girls
Windowgames_1971;Luftwaffe Commander;PC;Strategic Simulations,Inc.;1999-01-01;;Strategy;;;Eagle Interactive,R3M Infografica,REM 3D Models Bank;;;;luftwaffe commander
Windowgames_1972;Lugaru;PC;Wolfire Games;2005-01-01;;Fighting;;;Wolfire Games;;;;lugaru
Windowgames_1973;Lula: The Sexy Empire;PC;Take-Two Interactive;1998-01-01;;Point-and-click,Simulator;;;Interactive Strip,cdv Software Entertainment;;;;lula the sexy empire
Windowgames_1974;Lumines;PC;Bandai,Ubisoft,Wild Games;2004-01-01;;Music;;;Q Entertainment,Opus,Fupac;;;;lumines
Windowgames_1975;Lunar: Silver Star Story Complete;PC;DigiCube;1999-01-01;;Role-playing (RPG);;;DigiCube;;;;lunar silver star story complete
Windowgames_1976;Lunia: Record of Lunia War;PC;Nexon,CDC Games USA,Chinese Gamer;2007-01-01;;Role-playing (RPG);;;allm;;;;lunia record of lunia war
Windowgames_1977;Lupinball;PC;Craftven;2017-01-01;;Sport,Strategy,Indie;;;Craftven;;;;lupinball
Windowgames_1978;Lux;PC;Sillysoft Games;2002-01-01;;Role-playing (RPG);;;Sillysoft Games;;;;lux
Windowgames_1979;Luxor;PC;MumboJumbo;2005-01-01;;Point-and-click,Platform,Puzzle,Adventure;;;MumboJumbo;;;;luxor
Windowgames_1980;Luxor 2;PC;MumboJumbo;2006-01-01;;Puzzle;;;MumboJumbo;;;;luxor 2
Windowgames_1981;Luxor 3;PC;MumboJumbo;2007-01-01;;Puzzle;;;MumboJumbo;;;;luxor 3
Windowgames_1982;Luxor: Quest for the Afterlife;PC;MumboJumbo;2008-01-01;;Puzzle;;;MumboJumbo;;;;luxor quest for the afterlife
Windowgames_1983;M.I.A.: Mission in Asia;PC;GFI;2011-01-01;;Shooter;;;Burut Software;;;;mia mission in asia
Windowgames_1984;M1 Tank Platoon II;PC;Microprose;1998-01-01;;Simulator,Strategy;;;Microprose;;;;m1 tank platoon ii
Windowgames_1985;Mabinogi;PC;Nexon;2004-01-01;;Strategy,Adventure;;;devCAT;;;;mabinogi
Windowgames_1986;Mace Griffin: Bounty Hunter;PC;Vivendi Universal;2004-01-01;;Shooter;;;Warthog Games;;;;mace griffin bounty hunter
Windowgames_1987;Machine Hunter;PC;MGM Interactive;1997-01-01;;Strategy;;;Eurocom Entertainment Software;;;;machine hunter
Windowgames_1988;Machines;PC;Acclaim Entertainment;1999-01-01;;Racing;;;Charybdis Limited;;;;machines
Windowgames_1989;Mad Dog II: The Lost Gold;PC;Selectsoft Publishing;2003-01-01;;Shooter,Arcade;;;American Laser Games,Inc.;;;;mad dog ii the lost gold
Windowgames_1990;Mad Tracks;PC;Micro Application;2006-01-01;;Racing;;;Load Inc.;;;;mad tracks
Windowgames_1991;Mad Trax;PC;Project Two Interactive BV;1998-01-01;;Racing;;;RayLand Interactive;;;;mad trax
Windowgames_1992;Madagascar;PC;Activision;2005-01-01;;Adventure;;;Toys for Bob;;;;madagascar
Windowgames_1993;Madden NFL 96;PC;EA Sports;1995-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 96
Windowgames_1994;Madden NFL 97;PC;EA Sports;1996-01-01;;Sport;;;EA Tiburon;;;;madden nfl 97
Windowgames_1995;Madden NFL 98;PC;EA Sports;1997-01-01;;Sport;;;EA Tiburon;;;;madden nfl 98
Windowgames_1996;Madden NFL 99;PC;EA Sports;1998-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 99
Windowgames_1997;Madden NFL 2000;PC;EA Sports;1999-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 2000
Windowgames_1998;Madden NFL 2001;PC;EA Sports;2000-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 2001
Windowgames_1999;Madden NFL 2002;PC;EA Sports;2001-01-01;;Sport;;;EA Tiburon,Budcat Creations;;;;madden nfl 2002
Windowgames_2000;Madden NFL 2003;PC;EA Sports;2002-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 2003
Windowgames_2001;Madden NFL 2004;PC;EA Sports;2003-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 2004
Windowgames_2002;Madden NFL 2005;PC;EA Sports;2004-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 2005
Windowgames_2003;Madden NFL 06;PC;EA Sports;2005-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 06
Windowgames_2004;Madden NFL 07;PC;EA Sports;2006-01-01;;Simulator,Sport;;;EA Tiburon,EA Canada;;;;madden nfl 07
Windowgames_2005;Madden NFL 08;PC;EA Sports;2007-01-01;;Simulator,Sport;;;EA Tiburon;;;;madden nfl 08
Windowgames_2006;Madden NFL 19;PC;EA Sports;2018-01-01;;Sport;;;EA Tiburon;;;;madden nfl 19
Windowgames_2007;Madden NFL 20;PC;EA Sports;2019-01-01;;Sport;;;EA Tiburon;;;;madden nfl 20
Windowgames_2008;Made Man;PC;Mastertronic;2007-01-01;;Shooter;;;SilverBack Studios;;;;made man
Windowgames_2009;Maelstrom;PC;Codemasters;2007-01-01;;Role-playing (RPG);;;KD Vision;;;;maelstrom
Windowgames_2010;Maestro;PC;Mike Oldfield;2004-01-01;;Music,Platform;;;Mike Oldfield;;;;maestro
Windowgames_2011;Mafia II;PC;2K Games;2010-01-01;;Adventure;;;2K Czech;;;;mafia ii
Windowgames_2012;MageSlayer;PC;GT Interactive;1997-01-01;;"""Hack and slash/Beat em up""";;;Raven Software;;;;mageslayer
Windowgames_2013;Magicka;PC;Paradox Interactive;2011-01-01;;Adventure;;;Arrowhead Game Studios;;;;magicka
Windowgames_2014;Magic and Mayhem;PC;Virgin Interactive,Bethesda Softworks;1998-01-01;;Strategy;;;Mythos Games;;;;magic and mayhem
Windowgames_2015;Magic: The Gathering;PC;MicroProse;1997-01-01;;Turn-based strategy (TBS);;;MicroProse;;;;magic the gathering
Windowgames_2016;Magic: The Gathering: BattleMage;PC;Acclaim Entertainment;1997-01-01;;Real Time Strategy (RTS);;;;;;;magic the gathering battlemage
Windowgames_2017;Magic: The Gathering – Battlegrounds;PC;Atari;2003-01-01;;Fighting,Real Time Strategy (RTS);;;Secret Level;;;;magic the gathering battlegrounds
Windowgames_2018;Magic: The Gathering – Duels of the Planeswalkers;PC;Wizards of the Coast;2009-01-01;;Card & Board Game;;;Stainless Games;;;;magic the gathering duels of the planeswalkers
Windowgames_2019;Magic: The Gathering Online;PC;Wizards of the Coast;2002-01-01;;Card & Board Game;;;Leaping Lizard Software,Wizards of the Coast;;;;magic the gathering online
Windowgames_2020;Mahjong Tales: Ancient Wisdom;PC;Creat Studios,TikGames;2007-01-01;;Puzzle;;;Creat Studios;;;;mahjong tales ancient wisdom
Windowgames_2021;Majestic;PC;Electronic Arts;2001-01-01;;Shooter;;;Anim-X;;;;majestic
Windowgames_2022;Majesty: The Fantasy Kingdom Sim;PC;Hasbro Interactive;2000-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Cyberlore Studios;;;;majesty the fantasy kingdom sim
Windowgames_2023;Majesty: The Northern Expansion;PC;Infogrames;2001-01-01;;Real Time Strategy (RTS),Simulator,Strategy,Adventure;;;Cyberlore Studios;;;;majesty the northern expansion
Windowgames_2024;Majesty 2: The Fantasy Kingdom Sim;PC;Paradox Interactive;2009-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;1C:Ino-Co;;;;majesty 2 the fantasy kingdom sim
Windowgames_2025;Majin Tensei;PC;Atlus,Bbmf Corporation;1994-01-01;;Strategy;;;Multimedia Intelligence Transfer;;;;majin tensei
Windowgames_2026;Major League Baseball 2K9;PC;2K Sports;2009-01-01;;Sport;;;Visual Concepts;;;;major league baseball 2k9
Windowgames_2027;Making History: The Calm & The Storm;PC;Muzzy Lane;2007-01-01;;Simulator,Strategy;;;Muzzy Lane;;;;making history the calm the storm
Windowgames_2028;Maldita Castilla;PC;Locomalito;2012-01-01;;Platform,Adventure,Indie,Arcade;;;Locomalito;;;;maldita castilla
Windowgames_2029;Malice;PC;Quantum Axcess;1997-01-01;;Point-and-click,Puzzle,Adventure;;;Ratloop;;;;malice
Windowgames_2030;Mall of America Tycoon;PC;Activision Value;2005-01-01;;Simulator,Strategy;;;4HEAD Studios;;;;mall of america tycoon
Windowgames_2031;Mall Tycoon;PC;Take-Two Interactive;2002-01-01;;Simulator,Strategy;;;Holistic Design,Inc.;;;;mall tycoon
Windowgames_2032;Mall Tycoon 2;PC;Global Star Software;2003-01-01;;Simulator,Strategy;;;Fusion Digital Games,Virtual Playground;;;;mall tycoon 2
Windowgames_2033;Mall Tycoon 3;PC;Global Star Software;2005-01-01;;Strategy;;;Cat Daddy Games;;;;mall tycoon 3
Windowgames_2034;Manhunt;PC;Rockstar Games;2003-01-01;;Point-and-click,Adventure;;;Rockstar North;;;;manhunt
Windowgames_2035;Manic Miner;PC;Software Projects;1997-01-01;;Platform;;;Matthew Smith;;;;manic miner
Windowgames_2036;Mankind;PC;O2 Online Entertainment;1998-01-01;;Shooter,Role-playing (RPG),Sport,Adventure;;;Quantex,O2 Online Entertainment;;;;mankind
Windowgames_2037;Manx TT Superbike;PC;Sega;1995-01-01;;Racing;;;Sega-AM3,Sega-AM4;;;;manx tt superbike
Windowgames_2038;MapleStory;PC;Nexon;2003-01-01;;"Role-playing (RPG),""Hack and slash/Beat em up""";;;Wizet;;;;maplestory
Windowgames_2039;MapleStory 2;PC;Nexon;2018-01-01;;Role-playing (RPG),Simulator,Adventure;;;NSquare;;;;maplestory 2
Windowgames_2040;Marathon 2: Durandal;PC;Bungie;1995-01-01;;Shooter;;;Bungie;;;;marathon 2 durandal
Windowgames_2041;Marble Blast Gold;PC;GarageGames;2003-01-01;;Platform;;;Monster Studios,GarageGames;;;;marble blast gold
Windowgames_2042;Marble Drop;PC;Maxis;1997-01-01;;Puzzle,Strategy;;;Maxis;;;;marble drop
Windowgames_2043;Marc Eckōs Getting Up: Contents Under Pressure;PC;Atari;2006-01-01;;"Racing,Strategy,""Hack and slash/Beat em up"",Adventure";;;The Collective;;;;marc eck s getting up contents under pressure
Windowgames_2044;Mare Nostrum;PC;Valve;2008-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Sandstorm Productions;;;;mare nostrum
Windowgames_2045;Marios Game Gallery;PC;Interplay Entertainment;1995-01-01;;Puzzle,Simulator,Turn-based strategy (TBS),Quiz/Trivia;;;Presage Software,Inc.;;;;marios game gallery
Windowgames_2046;Martian Gothic: Unification;PC;TalonSoft;2000-01-01;;Adventure;;;Creative Reality;;;;martian gothic unification
Windowgames_2047;Marvel Trading Card Game;PC;Konami;2007-01-01;;Strategy,Turn-based strategy (TBS),Card & Board Game;;;Vicious Cycle Software;;;;marvel trading card game
Windowgames_2048;Marvel: Ultimate Alliance;PC;Activision;2006-01-01;;"""Hack and slash/Beat em up""";;;Beenox Studios;;;;marvel ultimate alliance
Windowgames_2049;Mashed;PC;Empire Interactive;2004-01-01;;Racing;;;Supersonic Software;;;;mashed
Windowgames_2050;Mass Effect;PC;Electronic Arts;2007-01-01;;Shooter,Role-playing (RPG),Adventure;;;Demiurge Studios;;;;mass effect
Windowgames_2051;Mass Effect 2;PC;Electronic Arts;2010-01-01;;Shooter,Role-playing (RPG),Tactical;;;BioWare;;;;mass effect 2
Windowgames_2052;Massive Assault;PC;Matrix Games;2003-01-01;;Strategy,Turn-based strategy (TBS);;;Wargaming;;;;massive assault
Windowgames_2053;Master of Orion II: Battle at Antares;PC;Microprose;1996-01-01;;Strategy,Turn-based strategy (TBS);;;Simtex;;;;master of orion ii battle at antares
Windowgames_2054;Master of Orion III;PC;Infogrames;2003-01-01;;Strategy,Turn-based strategy (TBS);;;Quicksilver Software;;;;master of orion iii
Windowgames_2055;Mata Hari;PC;Viva Media;2008-01-01;;Point-and-click,Puzzle,Adventure;;;Cranberry Production;;;;mata hari
Windowgames_2056;The Matrix Online;PC;Warner Brothers,SEGA;2005-01-01;;Role-playing (RPG);;;Monolith Productions;;;;the matrix online
Windowgames_2057;The Matrix: Path of Neo;PC;Atari;2005-01-01;;"Fighting,Shooter,""Hack and slash/Beat em up""";;;Shiny Entertainment;;;;the matrix path of neo
Windowgames_2058;Maui Mallard in Cold Shadow;PC;Disney Interactive;1995-01-01;;Platform,Arcade;;;Eurocom;;;;maui mallard in cold shadow
Windowgames_2059;The Maw;PC;Microsoft;2009-01-01;;Adventure;;;Twisted Pixel Games;;;;the maw
Windowgames_2060;Max Payne;PC;Gathering of Developers;2001-01-01;;Adventure;;;Remedy Entertainment;;;;max payne
Windowgames_2061;Max Payne 2: The Fall of Max Payne;PC;Rockstar Games;2003-01-01;;Shooter;;;Remedy Entertainment;;;;max payne 2 the fall of max payne
Windowgames_2062;Max Payne 3;PC;Rockstar Games;2012-01-01;;Adventure;;;Rockstar Vancouver;;;;max payne 3
Windowgames_2063;MDK;PC;Shiny Entertainment;1997-01-01;;Shooter,Platform,Adventure;;;Shiny Entertainment;;;;mdk
Windowgames_2064;MDK2;PC;Interplay Entertainment;2000-01-01;;Shooter;;;BioWare;;;;mdk2
Windowgames_2065;MechCommander;PC;MicroProse;1998-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;FASA Interactive;;;;mechcommander
Windowgames_2066;MechCommander 2;PC;Microsoft;2001-01-01;;Real Time Strategy (RTS),Simulator,Strategy,Tactical;;;FASA Interactive;;;;mechcommander 2
Windowgames_2067;MechWarrior 2: 31st Century Combat;PC;Activision;1995-01-01;;Shooter,Simulator,Tactical;;;Activision;;;;mechwarrior 2 31st century combat
Windowgames_2068;MechWarrior 3;PC;Hasbro Interactive;1999-01-01;;Shooter,Simulator;;;Zipper Interactive;;;;mechwarrior 3
Windowgames_2069;MechWarrior 3: Pirates Moon;PC;Hasbro Interactive;1999-01-01;;Shooter,Simulator;;;Zipper Interactive;;;;mechwarrior 3 pirates moon
Windowgames_2070;MechWarrior 4: Vengeance;PC;Microsoft;2000-01-01;;Shooter,Simulator,Tactical;;;FASA Interactive;;;;mechwarrior 4 vengeance
Windowgames_2071;MechWarrior 4: Black Knight;PC;Microsoft Corporation;2001-01-01;;Shooter,Simulator,Tactical;;;Cyberlore Studios;;;;mechwarrior 4 black knight
Windowgames_2072;MechWarrior 4: Mercenaries;PC;Microsoft Games Studios;2002-01-01;;Shooter,Simulator,Tactical;;;Cyberlore Studios,FASA Studio;;;;mechwarrior 4 mercenaries
Windowgames_2073;Medal of Honor: Airborne;PC;Electronic Arts;2007-01-01;;Shooter;;;EA Los Angeles;;;;medal of honor airborne
Windowgames_2074;Medal of Honor: Allied Assault;PC;Electronic Arts;2002-01-01;;Shooter;;;2015,Inc.;;;;medal of honor allied assault
Windowgames_2075;Medal of Honor: Pacific Assault;PC;EA Games;2004-01-01;;Shooter;;;EA Los Angeles,TKO Software;;;;medal of honor pacific assault
Windowgames_2076;Medieval Conquest;PC;Global Star Software;2004-01-01;;Simulator,Strategy,Indie;;;Cat Daddy Games;;;;medieval conquest
Windowgames_2077;Medieval Lords: Build, Defend, Expand;PC;Monte Cristo Multimedia;2005-01-01;;Strategy;;;Monte Cristo Multimedia;;;;medieval lords build defend expand
Windowgames_2078;Medieval: Total War;PC;Activision;2002-01-01;;Real Time Strategy (RTS),Simulator,Strategy,Turn-based strategy (TBS),Tactical;;;The Creative Assembly;;;;medieval total war
Windowgames_2079;Medieval: Total War: Viking Invasion;PC;Activision;2003-01-01;;Real Time Strategy (RTS),Strategy,Turn-based strategy (TBS),Tactical;;;The Creative Assembly;;;;medieval total war viking invasion
Windowgames_2080;Medieval II: Total War;PC;Sega;2006-01-01;;Real Time Strategy (RTS),Simulator,Strategy,Turn-based strategy (TBS),Tactical;;;The Creative Assembly;;;;medieval ii total war
Windowgames_2081;Medieval II: Total War: Kingdoms;PC;Sega;2007-01-01;;Strategy,Turn-based strategy (TBS),Tactical;;;The Creative Assembly;;;;medieval ii total war kingdoms
Windowgames_2082;Meet the Robinsons;PC;Disney Interactive Studios;2007-01-01;;Adventure;;;Buena Vista Games;;;;meet the robinsons
Windowgames_2083;Mega Man 11;PC;Capcom;2018-01-01;;Platform;;;Capcom;;;;mega man 11
Windowgames_2084;Mega Man Legends;PC;Capcom Entertainment,Inc.;1997-01-01;;Role-playing (RPG);;;Capcom Production Studio 2;;;;mega man legends
Windowgames_2085;Mega Man Legends 2;PC;Capcom Entertainment,Inc.;2000-01-01;;Shooter,Platform,Role-playing (RPG),Adventure;;;Capcom Production Studio 2;;;;mega man legends 2
