id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;name_preprocessed
PS4_id_7033;Kitaria Fables (PS4);PlayStation 4;PQube,Arc System Works;2021-09-02;;Action-RPG,Role Playing;;;Twin Hearts;;;;kitaria fables ps4
PS4_id_7034;Kitsune Tails;PlayStation 4;;;;;;;;;;;kitsune tails
PS4_id_7035;Kitten Squad;PlayStation 4;PETA;2015-09-15;;Shoot 'em up;;;PETA;;;;kitten squad
PS4_id_7036;Kitten'd;PlayStation 4;Star Vault;2019-11-14;;Action;;;Star Vault;;;;kittend
PS4_id_7037;Kitten'd (EU);PlayStation 4;Star Vault;2019-11-18;;Action;;;Star Vault;;;;kittend eu
PS4_id_7038;Kitty Powers' Matchmaker;PlayStation 4;Stellar Entertainment;2017-02-07;;Simulation;;;Magic Notion;;;;kitty powers matchmaker
PS4_id_7039;Kizuna Kirameku Koi Iroha;PlayStation 4;dramatic create;2019-06-27;;Visual Novel;;;CRYSTALiA;;;;kizuna kirameku koi iroha
PS4_id_7040;Klang 2 (EU) (PS4);PlayStation 4;Ratalaika Games;2021-11-17;;;;;Tinimations;;;;klang 2 eu ps4
PS4_id_7041;Klang 2 (JP) (PS4);PlayStation 4;Ratalaika Games;2021-11-17;;;;;Tinimations;;;;klang 2 jp ps4
PS4_id_7042;Klang 2 (PS4);PlayStation 4;Ratalaika Games;2021-11-17;;;;;Tinimations;;;;klang 2 ps4
PS4_id_7043;KLAUS;PlayStation 4;La Cosa Entertainment;2016-01-25;;Puzzle,Platformer;;;La Cosa Entertainment;;;;klaus
PS4_id_7044;Knack;PlayStation 4;Sony Computer Entertainment;2013-11-29;;Platformer;;;SIE Japan Studio;;;;knack
PS4_id_7045;Knack 2;PlayStation 4;Sony Interactive Entertainment;2017-09-06;;Platformer;;;SIE Japan Studio;;;;knack 2
PS4_id_7046;Knee Deep;PlayStation 4;Wales Interactive;2017-01-31;;Visual Novel;;;Prologue Games;;;;knee deep
PS4_id_7047;KnifeBoy;PlayStation 4;;;;;;;;;;;knifeboy
PS4_id_7048;Knight Squad 2;PlayStation 4;Chainsawesome;2021-10-06;;Party;;;Chainsawesome;;;;knight squad 2
PS4_id_7049;Knightin'+;PlayStation 4;Ratalaika Games;2020-02-18;;Action-Adventure;;;Muzt Die Studios;;;;knightin
PS4_id_7050;Knightin'+ (Asia);PlayStation 4;eastasiasoft;2020-02-21;;Action-Adventure;;;Muzt Die Studios;;;;knightin asia
PS4_id_7051;Knightin'+ (EU);PlayStation 4;Ratalaika Games;2020-02-19;;Action-Adventure;;;Muzt Die Studios;;;;knightin eu
PS4_id_7052;Knights and Bikes;PlayStation 4;Double Fine;2019-08-27;;Action-Adventure;;;Foam Sword;;;;knights and bikes
PS4_id_7053;Knights of Light;PlayStation 4;;;;;;;;;;;knights of light
PS4_id_7054;Knights of Pen & Paper +1 Deluxier Edition;PlayStation 4;Plug In Digital;2018-05-29;;Role Playing,Turn Based;;;Behold Studios;;;;knights of pen paper 1 deluxier edition
PS4_id_7055;Knights of Pen and Paper 2 Deluxiest Edition;PlayStation 4;Paradox Interactive;2018-12-11;;Role Playing,Turn Based;;;Kyy Games;;;;knights of pen and paper 2 deluxiest edition
PS4_id_7056;Knights of Valour;PlayStation 4;GamesInFlames;2017-11-28;;Beat 'em up;;;IGS;;;;knights of valour
PS4_id_7057;Knights of Valour (Asia);PlayStation 4;Perfect World Games;2015-09-15;;Beat 'em up;;;IGS;;;;knights of valour asia
PS4_id_7058;Knights of Valour (EU);PlayStation 4;GamesInFlames;2017-04-19;;Beat 'em up;;;IGS;;;;knights of valour eu
PS4_id_7059;Knights of Valour (TW);PlayStation 4;IGS;2015-09-15;;Beat 'em up;;;IGS;;;;knights of valour tw
PS4_id_7060;Knights Retreat;PlayStation 4;QUByte Interactive;2021-02-13;;Puzzle;;;Minimol Games;;;;knights retreat
PS4_id_7061;Knives Out;PlayStation 4;NetEase Games;2019-12-20;;Battle Royale,Third Person Shooter;;;NetEase Games;;;;knives out
PS4_id_7062;Knock-Knock;PlayStation 4;Ice-Pick Lodge;2015-09-10;;Survival Horror;;;Ice-Pick Lodge;;;;knockknock
PS4_id_7063;Knock-Knock (EU);PlayStation 4;Ice-Pick Lodge;2016-02-18;;Survival Horror;;;Ice-Pick Lodge;;;;knockknock eu
PS4_id_7064;Knockout City (PS4);PlayStation 4;Electronic Arts;2021-05-21;;Action;;;Velan Studios;;;;knockout city ps4
PS4_id_7065;Knockout League;PlayStation 4;Vive Studios;2018-02-13;;Sports,Boxing;;;Grab Games;;;;knockout league
PS4_id_7066;Knot;PlayStation 4;Warlock Arts;2016-07-19;;Puzzle;;;Warlock Arts;;;;knot
PS4_id_7067;Knowledge is Power;PlayStation 4;Sony Interactive Entertainment;2017-11-22;;Educational & Trivia;;;Wish Studios;;;;knowledge is power
PS4_id_7068;Knowledge is Power: Decades;PlayStation 4;Sony Interactive Entertainment;2018-11-13;;Educational & Trivia,Party;;;Wish Studios;;;;knowledge is power decades
PS4_id_7069;Knowledge is Power: Decades (EU);PlayStation 4;Sony Interactive Entertainment Europe;2018-11-14;;Educational & Trivia,Party;;;Wish Studios;;;;knowledge is power decades eu
PS4_id_7070;Kochira, Haha Naru Hoshi Yori;PlayStation 4;Nippon Ichi Software;2021-10-28;;;;;Daisyworld;;;;kochira haha naru hoshi yori
PS4_id_7071;Koh-Lanta;PlayStation 4;Microids;2021-10-14;;Action-Adventure;;;Magic Pockets;;;;kohlanta
PS4_id_7072;KOI;PlayStation 4;Sony Computer Entertainment Shanghai;2016-04-19;;Adventure;;;Oasis Games;;;;koi
PS4_id_7073;KOI (CN);PlayStation 4;Shanghai Oriental Pearl Culture Development;2016-03-29;;Adventure;;;Dotoyou;;;;koi cn
PS4_id_7074;KOI (EU);PlayStation 4;Sony Computer Entertainment Shanghai;2016-05-03;;Adventure;;;Oasis Games;;;;koi eu
PS4_id_7075;Koi ga Saku Koro Sakura Doki;PlayStation 4;HuneX;2019-02-28;;Visual Novel;;;dramatic create;;;;koi ga saku koro sakura doki
PS4_id_7076;Koihime Enbu RyoRaiRai;PlayStation 4;Degica Games;2018-07-12;;Fighting;;;Unknown Games;;;;koihime enbu ryorairai
PS4_id_7077;Koihime+Enbu;PlayStation 4;Views;2016-01-28;;Fighting;;;Unknown Games;;;;koihimeenbu
PS4_id_7078;Koisuru Otome to Shugo no Tate ~Bara no Seibo~;PlayStation 4;Entergram,Lienzo;2019-12-19;;Visual Novel;;;AXL;;;;koisuru otome to shugo no tate bara no seibo
PS4_id_7079;Koisuru Otome to Shugo no Tate Re:boot The “SHIELD-9”;PlayStation 4;Entergram;2020-11-26;;Visual Novel;;;Giga;;;;koisuru otome to shugo no tate reboot the shield9
PS4_id_7080;Koloro;PlayStation 4;QubicGames;2020-06-05;;Puzzle,Platformer;;;Skoll Studio;;;;koloro
PS4_id_7081;Kona;PlayStation 4;Ravenscourt;2017-03-23;;Adventure,Survival;;;Parabole;;;;kona
PS4_id_7082;Kono Yo no Hate de Koi o Utau Shoujo YU-NO;PlayStation 4;MAGES.;2017-03-16;;Visual Novel;;;5pb.;;;;kono yo no hate de koi o utau shoujo yuno
PS4_id_7083;Kono Yo no Hate de Koi o Utau Shoujo YU-NO (KR);PlayStation 4;Digital Touch;2018-05-18;;Visual Novel;;;5pb.;;;;kono yo no hate de koi o utau shoujo yuno kr
PS4_id_7084;KonoSuba Sekai ni Shukufuku wo! ~Kibou no Meikyuu to Tsudoishi Boukenshatachi~;PlayStation 4;Kadokawa Games;2019-06-27;;Role Playing,Turn Based,Dungeon Crawler;;;Entergram;;;;konosuba sekai ni shukufuku wo kibou no meikyuu to tsudoishi boukenshatachi
PS4_id_7085;KonoSuba Sekai ni Shukufuku wo! ~Kibou no Meikyuu to Tsudoishi Boukenshatachi~ +;PlayStation 4;Entergram;2020-08-27;;Role Playing,Turn Based,Dungeon Crawler;;;Entergram;;;;konosuba sekai ni shukufuku wo kibou no meikyuu to tsudoishi boukenshatachi
PS4_id_7086;KonoSuba Sekai ni Shukufuku wo! Kono Yokubou no Ishou ni Chouai wo!;PlayStation 4;MAGES.;2020-09-24;;Visual Novel;;;5pb.;;;;konosuba sekai ni shukufuku wo kono yokubou no ishou ni chouai wo
PS4_id_7087;KonoSuba Sekai ni Shukufuku wo! -Kono Yokubukai Game ni Shinpan wo!-;PlayStation 4;MAGES.;2017-09-07;;Visual Novel;;;5pb.;;;;konosuba sekai ni shukufuku wo kono yokubukai game ni shinpan wo
PS4_id_7088;Konrad's Kittens;PlayStation 4;IT Sonix;2018-02-23;;Simulation;;;FusionPlay;;;;konrads kittens
PS4_id_7089;Konrad's Kittens (EU);PlayStation 4;FusionPlay;2018-02-23;;Simulation;;;FusionPlay;;;;konrads kittens eu
PS4_id_7090;Korix;PlayStation 4;StellarVR;2017-03-28;;Strategy,Real Time;;;StellarVR;;;;korix
PS4_id_7091;Kotoba no Puzzle: Mojipittan Encore;PlayStation 4;Bandai Namco Entertainment;2021-04-08;;Puzzle;;;Monkeycraft;;;;kotoba no puzzle mojipittan encore
PS4_id_7092;Kotodama: The 7 Mysteries of Fujisawa;PlayStation 4;PQube;2019-06-04;;Puzzle,Visual Novel;;;Art Co;;;;kotodama the 7 mysteries of fujisawa
PS4_id_7093;Kowloon's Gate VR Suzaku;PlayStation 4;JETMAN;2017-10-26;;Adventure;;;JETMAN;;;;kowloons gate vr suzaku
PS4_id_7094;Krinkle Krusher;PlayStation 4;Ilusis Interactive Graphics,Lienzo;2015-04-06;;Strategy,Tower Defence;;;Ilusis Interactive Graphics;;;;krinkle krusher
PS4_id_7095;Krinkle Krusher (CN);PlayStation 4;Shanghai Oriental Pearl Culture Development;2017-09-14;;Strategy,Tower Defence;;;Ilusis Interactive Graphics;;;;krinkle krusher cn
PS4_id_7096;Krinkle Krusher (EU);PlayStation 4;Funbox Media;2016-08-05;;Strategy,Tower Defence;;;Ilusis Interactive Graphics;;;;krinkle krusher eu
PS4_id_7097;Krinkle Krusher (HK/TW);PlayStation 4;Circle Entertainment;2016-05-12;;Strategy,Tower Defence;;;Ilusis Interactive Graphics;;;;krinkle krusher hktw
PS4_id_7098;Kromaia Omega;PlayStation 4;Rising Star Games;2015-11-10;;Shoot 'em up;;;Kraken Empire;;;;kromaia omega
PS4_id_7099;Kung Fu Panda: Showdown of Legendary Legends;PlayStation 4;Little Orbit;2015-12-01;;Fighting;;;Vicious Cycle;;;;kung fu panda showdown of legendary legends
PS4_id_7100;Kung Fury: Street Rage;PlayStation 4;Hello There Games;2015-08-11;;Fighting;;;Hello There Games;;;;kung fury street rage
PS4_id_7101;KungFu Kickball;PlayStation 4;;;;;;;;;;;kungfu kickball
PS4_id_7102;Kunio-kun's Nekketsu Soccer League;PlayStation 4;Arc System Works;2020-04-16;;Sports,Football;;;I.T.L.;;;;kuniokuns nekketsu soccer league
PS4_id_7103;KURSK;PlayStation 4;Forever Entertainment;2021-09-03;;Adventure;;;Storm Trident,Jujubee;;;;kursk
PS4_id_7104;KURSK (EU);PlayStation 4;Forever Entertainment;2021-09-03;;Adventure;;;Storm Trident,Jujubee;;;;kursk eu
PS4_id_7105;Kuru Kuru Chameleon;PlayStation 4;Joyful Star;2020-01-09;;Puzzle;;;Joyful Star;;;;kuru kuru chameleon
PS4_id_7106;KUUKIYOMI 2: Consider It More! - New Era;PlayStation 4;G-MODE;2020-12-08;;Simulation;;;G-MODE;;;;kuukiyomi 2 consider it more new era
PS4_id_7107;KUUKIYOMI 3: Consider It More and More!! - Father to Son;PlayStation 4;G-MODE;2021-09-03;;Simulation;;;G-MODE;;;;kuukiyomi 3 consider it more and more father to son
PS4_id_7108;KUUKIYOMI: Consider It!;PlayStation 4;G-MODE;2020-10-20;;Simulation;;;G-MODE;;;;kuukiyomi consider it
PS4_id_7109;Kwaidan;PlayStation 4;Mediascape;2018-06-15;;Action-Adventure;;;gudouan;;;;kwaidan
PS4_id_7110;Kyoei Toshi;PlayStation 4;Bandai Namco Entertainment;2017-10-19;;Action-Adventure,Survival;;;Granzella;;;;kyoei toshi
PS4_id_7111;Kyurinaga's Revenge;PlayStation 4;Recotechnology;2016-10-25;;Platformer;;;Recotechnology;;;;kyurinagas revenge
PS4_id_7112;L.A. Noire;PlayStation 4;Rockstar Games;2017-11-14;;Open World,Action-Adventure;;;Rockstar San Diego;;;;la noire
PS4_id_7113;L.A. Noire: The VR Case Files;PlayStation 4;Rockstar Games;2019-09-23;;Open World,Action-Adventure;;;Rockstar Games;;;;la noire the vr case files
PS4_id_7114;LA Cops;PlayStation 4;Team17 Software;2015-04-21;;Shoot 'em up;;;Modern Dream;;;;la cops
PS4_id_7115;Labyrinth Life;PlayStation 4;D3Publisher;2019-08-01;;Role Playing,Management,Turn Based,Dungeon Crawler;;;Matrix Software;;;;labyrinth life
PS4_id_7116;Labyrinth Life (Asia);PlayStation 4;H2 Interactive;2019-08-01;;Role Playing,Management,Turn Based,Dungeon Crawler;;;Matrix Software;;;;labyrinth life asia
PS4_id_7117;Labyrinth of Refrain: Coven of Dusk;PlayStation 4;NIS America;2018-09-18;;Role Playing,Turn Based,Dungeon Crawler;;;Nippon Ichi Software;;;;labyrinth of refrain coven of dusk
PS4_id_7118;Labyrinth of Refrain: Coven of Dusk (HK/TW);PlayStation 4;SEGA;2017-09-28;;Role Playing,Turn Based,Dungeon Crawler;;;Nippon Ichi Software;;;;labyrinth of refrain coven of dusk hktw
PS4_id_7119;Labyrinth of Refrain: Coven of Dusk (JP);PlayStation 4;Nippon Ichi Software;2017-09-28;;Role Playing,Turn Based,Dungeon Crawler;;;Nippon Ichi Software;;;;labyrinth of refrain coven of dusk jp
PS4_id_7120;Labyrinth of Refrain: Coven of Dusk (KR);PlayStation 4;Intragames;2017-09-28;;Role Playing,Turn Based,Dungeon Crawler;;;Nippon Ichi Software;;;;labyrinth of refrain coven of dusk kr
PS4_id_7121;Ladders by POWGI (EU) (PS4);PlayStation 4;Lightwood Games;2021-04-27;;Puzzle;;;Lightwood Games;;;;ladders by powgi eu ps4
PS4_id_7122;Ladders by POWGI (HK/TW) (PS4);PlayStation 4;eastasiasoft;2021-04-27;;Puzzle;;;Lightwood Games;;;;ladders by powgi hktw ps4
PS4_id_7123;Ladders by POWGI (PS4);PlayStation 4;Lightwood Games;2021-04-27;;Puzzle;;;Lightwood Games;;;;ladders by powgi ps4
PS4_id_7124;Lady in a Leotard With a Gun;PlayStation 4;The Voices Games;2021-10-24;;;;;The Voices Games;;;;lady in a leotard with a gun
PS4_id_7125;Lady in a Leotard With a Gun (EU);PlayStation 4;The Voices Games;2021-10-24;;;;;The Voices Games;;;;lady in a leotard with a gun eu
PS4_id_7126;Laid-Back Camp - Virtual - Fumoto Campsite;PlayStation 4;Gemdrops;2021-04-07;;Adventure;;;Gemdrops;;;;laidback camp virtual fumoto campsite
PS4_id_7127;Laid-Back Camp - Virtual - Lake Motosu;PlayStation 4;Gemdrops;2021-03-03;;Adventure;;;Gemdrops;;;;laidback camp virtual lake motosu
PS4_id_7128;Lair of the Clockwork God;PlayStation 4;Ant Workshop;2020-10-29;;Puzzle,Platformer;;;Size Five Games;;;;lair of the clockwork god
PS4_id_7129;Lamentum;PlayStation 4;Neon Doctrine;2021-08-31;;Survival Horror;;;Obscure Tales;;;;lamentum
PS4_id_7130;LA-MULANA;PlayStation 4;Active Gaming Media;2020-03-20;;Metroidvania,Platformer;;;NIGORO;;;;lamulana
PS4_id_7131;LA-MULANA (JP);PlayStation 4;Playism;2020-08-06;;Metroidvania,Platformer;;;NIGORO;;;;lamulana jp
PS4_id_7132;LA-MULANA 2;PlayStation 4;NIS America;2020-03-17;;Metroidvania,Platformer;;;NIGORO;;;;lamulana 2
PS4_id_7133;LA-MULANA 2 (EU);PlayStation 4;NIS America;2020-03-20;;Metroidvania,Platformer;;;NIGORO;;;;lamulana 2 eu
PS4_id_7134;LA-MULANA 2 (JP);PlayStation 4;Playism;2019-06-27;;Metroidvania,Platformer;;;NIGORO;;;;lamulana 2 jp
PS4_id_7135;Landflix Odyssey;PlayStation 4;Fantastico Studio;2020-11-27;;Platformer;;;Fantastico Studio;;;;landflix odyssey
PS4_id_7136;Landflix Odyssey (EU);PlayStation 4;Fantastico Studio;2020-11-27;;Platformer;;;Fantastico Studio;;;;landflix odyssey eu
PS4_id_7137;Langrisser I & II;PlayStation 4;NIS America;2020-03-10;;Role Playing,Collection,Turn Based;;;CHARA-ANI;;;;langrisser i ii
PS4_id_7138;Lanternium;PlayStation 4;Victory Road;2020-07-12;;Puzzle;;;Victory Road;;;;lanternium
PS4_id_7139;Lanternium (EU);PlayStation 4;Victory Road;2020-07-12;;Puzzle;;;Victory Road;;;;lanternium eu
PS4_id_7140;Lapis x Labyrinth;PlayStation 4;NIS America;2019-05-31;;Action-RPG,Role Playing;;;Nippon Ichi Software;;;;lapis x labyrinth
PS4_id_7141;Lapis x Labyrinth (HK/TW);PlayStation 4;SEGA;2019-02-21;;Action-RPG,Role Playing;;;Nippon Ichi Software;;;;lapis x labyrinth hktw
PS4_id_7142;Lapis x Labyrinth (JP);PlayStation 4;Nippon Ichi Software;2018-11-29;;Action-RPG,Role Playing;;;Nippon Ichi Software;;;;lapis x labyrinth jp
PS4_id_7143;Lapis x Labyrinth (KR);PlayStation 4;Intragames;2019-02-28;;Action-RPG,Role Playing;;;Nippon Ichi Software;;;;lapis x labyrinth kr
PS4_id_7144;Lara Croft and the Temple of Osiris;PlayStation 4;Square Enix;2014-12-09;;Action-Adventure;;;Crystal Dynamics;;;;lara croft and the temple of osiris
PS4_id_7145;Lara Croft GO;PlayStation 4;Square Enix;2016-12-03;;Puzzle;;;Square Enix Montreal;;;;lara croft go
PS4_id_7146;Laser Disco Defenders;PlayStation 4;Excalibur Games;2016-11-22;;Shoot 'em up;;;Out of Bounds Games;;;;laser disco defenders
PS4_id_7147;Laser League;PlayStation 4;505 Games;2018-05-10;;Action;;;Roll7;;;;laser league
PS4_id_7148;Laserlife;PlayStation 4;Choice Provisions;2015-09-22;;Music;;;Choice Provisions;;;;laserlife
PS4_id_7149;Last Day of June;PlayStation 4;505 Games;2017-08-31;;Adventure;;;Ovosonico;;;;last day of june
PS4_id_7150;Last Encounter;PlayStation 4;;;;;;;;;;;last encounter
PS4_id_7151;Last Labyrinth;PlayStation 4;Amata;2019-11-13;;Puzzle;;;Amata;;;;last labyrinth
PS4_id_7152;Last Stitch Goodnight;PlayStation 4;Well Bred Rhino;2017-05-09;;Action-Adventure;;;Well Bred Rhino;;;;last stitch goodnight
PS4_id_7153;Last Stop (PS4);PlayStation 4;Annapurna Interactive;2021-07-22;;Adventure;;;Variable State;;;;last stop ps4
PS4_id_7154;Last Wings;PlayStation 4;Vertice Games;2016-07-12;;Aerial,Vehicular Combat;;;Vertice Games;;;;last wings
PS4_id_7155;LASTFIGHT;PlayStation 4;Piranaking;2016-09-20;;Fighting;;;Piranaking;;;;lastfight
PS4_id_7156;LASTFIGHT (EU);PlayStation 4;Piranaking;2016-09-20;;Fighting;;;Piranaking;;;;lastfight eu
PS4_id_7157;Late Shift;PlayStation 4;Wales Interactive;2017-04-18;;Adventure;;;CtrlMovie;;;;late shift
PS4_id_7158;Late Shift (JP);PlayStation 4;Circle Entertainment;2019-06-20;;Adventure;;;CtrlMovie;;;;late shift jp
PS4_id_7159;LawBreakers;PlayStation 4;NEXON;2017-08-08;;First Person Shooter;;;Boss Key Productions;;;;lawbreakers
PS4_id_7160;LAWS OF MACHINE;PlayStation 4;Badri Bebua;2017-09-27;;Puzzle,Platformer;;;Badri Bebua;;;;laws of machine
PS4_id_7161;Layers of Fear;PlayStation 4;Aspyr Media;2016-02-16;;Adventure;;;Bloober Team;;;;layers of fear
PS4_id_7162;Layers of Fear 2;PlayStation 4;Gun Media;2019-05-28;;Adventure;;;Bloober Team;;;;layers of fear 2
PS4_id_7163;Layers of Fear VR;PlayStation 4;Bloober Team;2021-04-29;;Adventure;;;Bloober Team;;;;layers of fear vr
PS4_id_7164;LAZR;PlayStation 4;;;;;;;;;;;lazr
PS4_id_7165;Le Tour de France 2014;PlayStation 4;Focus Entertainment;2014-07-22;;Sports,Cycling;;;Cyanide Studio;;;;le tour de france 2014
PS4_id_7166;League of Evil;PlayStation 4;Ratalaika Games;2018-04-11;;Platformer;;;Woblyware;;;;league of evil
PS4_id_7167;League of Evil (Asia);PlayStation 4;eastasiasoft;2018-08-24;;Platformer;;;Woblyware;;;;league of evil asia
PS4_id_7168;League of Evil (EU);PlayStation 4;Ratalaika Games;2018-04-10;;Platformer;;;Woblyware;;;;league of evil eu
PS4_id_7169;League of War: VR Arena;PlayStation 4;MunkyFun;2017-11-07;;Strategy,Real Time;;;MunkyFun;;;;league of war vr arena
PS4_id_7170;Leap of Fate;PlayStation 4;Clever Plays;2017-07-11;;Roguelite;;;Clever Plays;;;;leap of fate
PS4_id_7171;Leap of Fate (Asia);PlayStation 4;eastasiasoft;2018-09-14;;Roguelite;;;Clever Plays;;;;leap of fate asia
PS4_id_7172;Leap of Fate (JP);PlayStation 4;CrossFunction;2018-01-26;;Roguelite;;;Clever Plays;;;;leap of fate jp
PS4_id_7173;Leave the Nest;PlayStation 4;Kaio Interactive;2017-03-14;;Action;;;Kaio Interactive;;;;leave the nest
PS4_id_7174;Leaving Lyndow;PlayStation 4;Eastshade Studios;2017-07-27;;Adventure;;;Eastshade Studios;;;;leaving lyndow
PS4_id_7175;LEFT ALIVE;PlayStation 4;Square Enix;2019-03-05;;Third Person Shooter,Stealth,Mech;;;Square Enix;;;;left alive
PS4_id_7176;Legal Dungeon;PlayStation 4;;;;;;;;;;;legal dungeon
PS4_id_7177;Legend of Ixtona (PS4);PlayStation 4;;;;;;;;;;;legend of ixtona ps4
PS4_id_7178;Legend of Kay - Anniversary;PlayStation 4;THQ Nordic;2015-07-28;;Platformer,Beat 'em up;;;KAIKO;;;;legend of kay anniversary
PS4_id_7179;Legend of Mana;PlayStation 4;Square Enix;2021-06-24;;Action-RPG,Role Playing;;;Square Enix;;;;legend of mana
PS4_id_7180;Legend of Mana (Asia);PlayStation 4;Square Enix;2021-06-24;;Action-RPG,Role Playing;;;Square Enix;;;;legend of mana asia
PS4_id_7181;Legend of Mana (EU);PlayStation 4;Square Enix;2021-06-24;;Action-RPG,Role Playing;;;Square Enix;;;;legend of mana eu
PS4_id_7182;Legend of Mana (JP);PlayStation 4;Square Enix;2021-06-24;;Action-RPG,Role Playing;;;Square Enix;;;;legend of mana jp
PS4_id_7183;Legend of the Skyfish;PlayStation 4;Ratalaika Games;2019-08-27;;Action-Adventure;;;Mgaia Studio;;;;legend of the skyfish
PS4_id_7184;Legend of the Skyfish (Asia);PlayStation 4;eastasiasoft;2020-08-11;;Action-Adventure;;;Ratalaika Games,Crescent Moon Games,Mgaia Studio;;;;legend of the skyfish asia
PS4_id_7185;Legend of the Skyfish (EU);PlayStation 4;Ratalaika Games;2019-08-28;;Action-Adventure;;;Mgaia Studio;;;;legend of the skyfish eu
PS4_id_7186;Legend of the Tetrarchs;PlayStation 4;KEMCO;2019-06-04;;Role Playing,Turn Based;;;Hit-Point;;;;legend of the tetrarchs
PS4_id_7187;Legendary Edition: Mass Effect;PlayStation 4;Electronic Arts;2021-05-14;;Open World,Action-RPG,Role Playing,Third Person Shooter;;;BioWare;;;;legendary edition mass effect
PS4_id_7188;Legendary Edition: Mass Effect 2;PlayStation 4;Electronic Arts;2021-05-14;;Open World,Action-RPG,Role Playing,Third Person Shooter;;;BioWare;;;;legendary edition mass effect 2
PS4_id_7189;Legendary Edition: Mass Effect 3;PlayStation 4;Electronic Arts;2021-05-14;;Open World,Action-RPG,Role Playing,Third Person Shooter;;;BioWare;;;;legendary edition mass effect 3
PS4_id_7190;Legendary Eleven;PlayStation 4;Eclipse Games;2019-03-29;;Sports,Football;;;Eclipse Games;;;;legendary eleven
PS4_id_7191;Legendary Eleven (EU);PlayStation 4;Eclipse Games;2019-03-29;;Sports,Football;;;Eclipse Games;;;;legendary eleven eu
PS4_id_7192;Legendary Fishing;PlayStation 4;Ubisoft;2018-09-18;;Fishing,Sports;;;SIMS;;;;legendary fishing
PS4_id_7193;Legendary Fishing (Asia);PlayStation 4;Ubisoft;2018-09-18;;Fishing,Sports;;;SIMS;;;;legendary fishing asia
PS4_id_7194;Legendary Fishing (EU);PlayStation 4;Ubisoft;2018-09-18;;Fishing,Sports;;;SIMS;;;;legendary fishing eu
PS4_id_7195;Legends of Ethernal;PlayStation 4;Natsume,NA PUBLISHING;2020-10-30;;Action-Adventure;;;Lucid Dreams Studio;;;;legends of ethernal
PS4_id_7196;Legends of Talia: Arcadia (EU) (PS4);PlayStation 4;Gamuzumi;2021-04-08;;Visual Novel;;;Winged Cloud;;;;legends of talia arcadia eu ps4
PS4_id_7197;Legends of Talia: Arcadia (JP) (PS4);PlayStation 4;Gamuzumi;2021-04-08;;Visual Novel;;;Winged Cloud;;;;legends of talia arcadia jp ps4
PS4_id_7198;Legends of Talia: Arcadia (PS4);PlayStation 4;Gamuzumi;2021-04-08;;Visual Novel;;;Winged Cloud;;;;legends of talia arcadia ps4
PS4_id_7199;Legion Commander;PlayStation 4;;;;;;;;;;;legion commander
PS4_id_7200;LEGO Batman 3: Beyond Gotham;PlayStation 4;Warner Bros. Interactive Entertainment;2014-11-11;;Action-Adventure;;;Traveller's Tales;;;;lego batman 3 beyond gotham
PS4_id_7201;LEGO CITY Undercover;PlayStation 4;WB Games;2017-04-04;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego city undercover
PS4_id_7202;LEGO DC Super-Villains;PlayStation 4;Warner Bros. Interactive Entertainment;2018-10-16;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego dc supervillains
PS4_id_7203;LEGO DC Super-Villains (Asia);PlayStation 4;Warner Bros. Interactive Entertainment;2018-10-17;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego dc supervillains asia
PS4_id_7204;LEGO DC Super-Villains (EU);PlayStation 4;Warner Bros. Interactive Entertainment;2018-10-19;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego dc supervillains eu
PS4_id_7205;LEGO DC Super-Villains (JP);PlayStation 4;Warner Bros. Interactive Entertainment;2018-10-25;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego dc supervillains jp
PS4_id_7206;LEGO Dimensions;PlayStation 4;Warner Bros. Interactive Entertainment;2015-09-27;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego dimensions
PS4_id_7207;LEGO Harry Potter: Years 1-4;PlayStation 4;Warner Bros. Interactive Entertainment;2016-10-18;;Action-Adventure;;;Traveller's Tales;;;;lego harry potter years 14
PS4_id_7208;LEGO Harry Potter: Years 5-7;PlayStation 4;Warner Bros. Interactive Entertainment;2016-10-18;;Action-Adventure;;;Traveller's Tales;;;;lego harry potter years 57
PS4_id_7209;LEGO Jurassic World;PlayStation 4;Warner Bros. Interactive Entertainment;2015-06-12;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego jurassic world
PS4_id_7210;LEGO Marvel Super Heroes;PlayStation 4;Warner Bros. Interactive Entertainment;2013-11-29;;Action-Adventure;;;Traveller's Tales;;;;lego marvel super heroes
PS4_id_7211;LEGO Marvel Super Heroes 2;PlayStation 4;Warner Bros. Interactive Entertainment;2017-11-14;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego marvel super heroes 2
PS4_id_7212;LEGO Marvel's Avengers;PlayStation 4;Warner Bros. Interactive Entertainment;2016-01-26;;Action-Adventure;;;Traveller's Tales;;;;lego marvels avengers
PS4_id_7213;LEGO Star Wars: The Force Awakens;PlayStation 4;Warner Bros. Interactive Entertainment;2016-06-28;;Open World,Action-Adventure;;;Traveller's Tales;;;;lego star wars the force awakens
