"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameNameComparatorLevenshtein record1Value","[0] GameNameComparatorLevenshtein record2Value","[0] GameNameComparatorLevenshtein record1PreprocessedValue","[0] GameNameComparatorLevenshtein record2PreprocessedValue","[0] GameNameComparatorLevenshtein similarity","[0] GameNameComparatorLevenshtein postproccesedSimilarity","[1] GameDateComparator3Years record1Value","[1] GameDateComparator3Years record2Value","[1] GameDateComparator3Years record1PreprocessedValue","[1] GameDateComparator3Years record2PreprocessedValue","[1] GameDateComparator3Years similarity","[1] GameDateComparator3Years postproccesedSimilarity"
"LinearCombinationMatchingRule","Video_games_sales6223","PS4_id_7653","0.11052631578947371",,"J Stars Victory Vs.","Caveman Warriors","J Stars Victory Vs.","Caveman Warriors","0.1578947368421053","0.1578947368421053","2015-01-01T00:00","2017-09-22T00:00","2015-01-01T00:00","2017-09-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales6223","PS4_id_7654","0.15217391304347822",,"J Stars Victory Vs.","Caveman Warriors (Asia)","J Stars Victory Vs.","Caveman Warriors (Asia)","0.21739130434782605","0.21739130434782605","2015-01-01T00:00","2017-11-17T00:00","2015-01-01T00:00","2017-11-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales6223","PS4_id_7655","0.07368421052631578",,"J Stars Victory Vs.","Cavernous Wastes","J Stars Victory Vs.","Cavernous Wastes","0.10526315789473684","0.10526315789473684","2015-01-01T00:00","2017-06-27T00:00","2015-01-01T00:00","2017-06-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales6828","PS4_id_5841","0.39545454545454545",,"Skylanders Imaginators","Feist","Skylanders Imaginators","Feist","0.13636363636363635","0.13636363636363635","2016-01-01T00:00","2016-12-16T00:00","2016-01-01T00:00","2016-12-16T00:00","1.0","1.0"
"LinearCombinationMatchingRule","Video_games_sales6253","PS4_id_2737","0.12500000000000003",,"LEGO Harry Potter Collection","Past Cure (EU)","LEGO Harry Potter Collection","Past Cure (EU)","0.1785714285714286","0.1785714285714286","2016-01-01T00:00","2018-02-23T00:00","2016-01-01T00:00","2018-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales6253","PS4_id_2736","0.12500000000000003",,"LEGO Harry Potter Collection","Past Cure","LEGO Harry Potter Collection","Past Cure","0.1785714285714286","0.1785714285714286","2016-01-01T00:00","2018-02-23T00:00","2016-01-01T00:00","2018-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales14279","PS4_id_2384","0.07179487179487176",,"JoJos Bizarre Adventure: Eyes of Heaven","INSIDE","JoJos Bizarre Adventure: Eyes of Heaven","INSIDE","0.10256410256410253","0.10256410256410253","2015-01-01T00:00","2016-08-23T00:00","2015-01-01T00:00","2016-08-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales5628","PS4_id_1214","0.0777777777777778",,"Tropico 5","Terraria","Tropico 5","Terraria","0.11111111111111116","0.11111111111111116","2015-01-01T00:00","2013-03-26T00:00","2015-01-01T00:00","2013-03-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales15648","PS4_id_4761","0.15",,"God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5","Streets of Red: Devil's Dare Deluxe","God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5","Streets of Red: Devil's Dare Deluxe","0.2142857142857143","0.2142857142857143","2016-01-01T00:00","2018-04-12T00:00","2016-01-01T00:00","2018-04-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales14279","PS4_id_2385","0.1435897435897436",,"JoJos Bizarre Adventure: Eyes of Heaven","Inside My Radio","JoJos Bizarre Adventure: Eyes of Heaven","Inside My Radio","0.20512820512820518","0.20512820512820518","2015-01-01T00:00","2016-01-19T00:00","2015-01-01T00:00","2016-01-19T00:00","0.0","0.0"
